iteration,loss
0,0.179156
1000,0.001222
2000,0.000782
3000,0.000659
4000,0.000568
5000,0.000564
6000,0.000511
7000,0.000529
8000,0.000491
9000,0.000502
10000,0.000495
11000,0.000494
12000,0.000484
13000,0.000484
14000,0.000486
15000,0.000472
16000,0.000484
17000,0.000464
18000,0.000483
19000,0.000455
20000,0.000482
21000,0.000454
22000,0.000470
23000,0.000463
24000,0.000469
25000,0.000461
26000,0.000464
27000,0.000466
28000,0.000454
29000,0.000468
30000,0.000449
31000,0.000469
32000,0.000442
33000,0.000469
34000,0.000443
35000,0.000459
36000,0.000452
37000,0.000460
38000,0.000452
39000,0.000456
40000,0.000458
41000,0.000445
42000,0.000460
43000,0.000443
44000,0.000461
45000,0.000435
46000,0.000463
47000,0.000437
48000,0.000453
49000,0.000447
50000,0.000454
51000,0.000447
52000,0.000450
53000,0.000453
54000,0.000440
55000,0.000455
56000,0.000439
57000,0.000456
58000,0.000431
59000,0.000459
60000,0.000433
61000,0.000450
62000,0.000442
63000,0.000451
64000,0.000444
65000,0.000447
66000,0.000450
67000,0.000437
68000,0.000451
69000,0.000436
70000,0.000452
71000,0.000431
72000,0.000455
73000,0.000432
74000,0.000447
75000,0.000440
76000,0.000448
77000,0.000442
78000,0.000445
79000,0.000448
80000,0.000436
81000,0.000450
82000,0.000435
83000,0.000450
84000,0.000430
85000,0.000453
86000,0.000431
87000,0.000446
88000,0.000439
89000,0.000447
90000,0.000441
91000,0.000444
92000,0.000447
93000,0.000435
94000,0.000450
95000,0.000434
96000,0.000449
97000,0.000429
98000,0.000452
99000,0.000430
