iteration,loss
0,0.171084
1000,0.001178
2000,0.000735
3000,0.000661
4000,0.000580
5000,0.000575
6000,0.000543
7000,0.000539
8000,0.000528
9000,0.000521
10000,0.000520
11000,0.000507
12000,0.000519
13000,0.000492
14000,0.000515
15000,0.000488
16000,0.000507
17000,0.000491
18000,0.000501
19000,0.000492
20000,0.000492
21000,0.000496
22000,0.000490
23000,0.000493
24000,0.000483
25000,0.000495
26000,0.000476
27000,0.000497
28000,0.000475
29000,0.000491
30000,0.000477
31000,0.000488
32000,0.000481
33000,0.000480
34000,0.000484
35000,0.000479
36000,0.000486
37000,0.000474
38000,0.000488
39000,0.000466
40000,0.000490
41000,0.000470
42000,0.000485
43000,0.000473
44000,0.000481
45000,0.000476
46000,0.000474
47000,0.000480
48000,0.000474
49000,0.000481
50000,0.000468
51000,0.000486
52000,0.000461
53000,0.000488
54000,0.000464
55000,0.000480
56000,0.000471
57000,0.000478
58000,0.000474
59000,0.000472
60000,0.000475
61000,0.000470
62000,0.000479
63000,0.000465
64000,0.000484
65000,0.000457
66000,0.000487
67000,0.000462
68000,0.000479
69000,0.000468
70000,0.000477
71000,0.000472
72000,0.000471
73000,0.000474
74000,0.000468
75000,0.000478
76000,0.000463
77000,0.000484
78000,0.000456
79000,0.000485
80000,0.000461
81000,0.000478
82000,0.000467
83000,0.000476
84000,0.000471
85000,0.000472
86000,0.000473
87000,0.000469
88000,0.000477
89000,0.000462
90000,0.000483
91000,0.000456
92000,0.000486
93000,0.000460
94000,0.000479
95000,0.000465
96000,0.000477
97000,0.000471
98000,0.000472
99000,0.000473
